,file_name,tier_name,text,clean_text,start_time,end_time
0,../transcriptions_annotations/r1/r1.TextGrid,B-utts,ja,ja,547.168715722,547.610182668
1,../transcriptions_annotations/r1/r1.TextGrid,B-utts,{F äh:m:},,547.809275604,548.23343012
2,../transcriptions_annotations/r1/r1.TextGrid,B-utts,okay also ( wenn wir + wenn wir ) <v='eine'>'ne</v> Küche haben ein {F ähm} Wohnzimmer zusammen haben und {F äh} ein Badezimmer das ist ja so wie in <v='einer'>'ner</v> WG <nv type='breathing'/> brauchen wir auf jeden Fall <nv type='breathing'/> jeder so große Zimmer dass jeweils unsere <laughter> Partner die dann ja auch noch zu Besuch kommen </laughter> <nv type='breathing'/> {F ähm } auch noch Platz finden,okay also wenn wir wenn wir 'ne Küche haben ein Wohnzimmer zusammen haben und ein Badezimmer das ist ja so wie in 'ner WG brauchen wir auf jeden Fall jeder so große Zimmer dass jeweils unsere Partner die dann ja auch noch zu Besuch kommen auch noch Platz finden,549.931710778,564.493126363
3,../transcriptions_annotations/r1/r1.TextGrid,B-utts,also ich <v='würde'>würd'</v> sagen der zentrale Treffpunkt ist entweder die Küche . die sich so in der Mitte der Wohnung befindet Küche und Wohnzimmer <nv type='breathing'/> und von da aus gehen dann so ab die Zimmer,also ich würd' sagen der zentrale Treffpunkt ist entweder die Küche die sich so in der Mitte der Wohnung befindet Küche und Wohnzimmer und von da aus gehen dann so ab die Zimmer,567.437901927,575.437906829
4,../transcriptions_annotations/r1/r1.TextGrid,B-utts,dann hat jeder genug Privatsphäre .. mit seinem <laughter> Partner </laughter> <laughterOffset/>,dann hat jeder genug Privatsphäre mit seinem Partner,575.437906829,579.774670354
5,../transcriptions_annotations/r1/r1.TextGrid,B-utts,(und die Küche + (und die +  {F ähm} (und die + ... und das Wohnzimmer)))  ist quasi so ... mittig,und die Küche und die und die und das Wohnzimmer ist quasi so mittig,579.800638998,586.147306907
6,../transcriptions_annotations/r1/r1.TextGrid,B-utts,das <v='fände'>fänd'</v> ich ganz gut,das fänd' ich ganz gut,586.450274419,587.497676388
7,../transcriptions_annotations/r1/r1.TextGrid,B-utts,also wäre jetzt die Frage ob wir <v='einen'>'n</v> Flur haben <laughter/><laughterOffset/> der dahin führt oder ob man direkt durch,also wäre jetzt die Frage ob wir 'n Flur haben der dahin führt oder ob man direkt durch,588.969232874,594.107821925
8,../transcriptions_annotations/r1/r1.TextGrid,B-utts,also es gibt ja auch so Wohnungen wo man dann <nv type='breathing'/> direkt {F ähm},also es gibt ja auch so Wohnungen wo man dann direkt,594.107821925,596.571051903
9,../transcriptions_annotations/r1/r1.TextGrid,B-utts,ja oder im Wohnzimmer steht,ja oder im Wohnzimmer steht,599.22151617,600.796947231
10,../transcriptions_annotations/r1/r1.TextGrid,B-utts,<v='fände'>fänd'</v> ich glaub ich -,fänd' ich glaub ich -,600.796947231,601.480788186
11,../transcriptions_annotations/r1/r1.TextGrid,B-utts,also so <v='ein'>'n</v> kleiner Flur <v='wäre'>wär'</v> schon ganz gut,also so 'n kleiner Flur wär' schon ganz gut,603.367842973,605.1596794
12,../transcriptions_annotations/r1/r1.TextGrid,B-utts,ja,ja,608.459359763,608.944107782
13,../transcriptions_annotations/r1/r1.TextGrid,B-utts,<laughter> das ist richtig </laughter> <laughterOffset/>,das ist richtig,609.688542239,611.636190529
14,../transcriptions_annotations/r1/r1.TextGrid,B-utts,okay also {F ähm} <v='würde'>würd'</v> ich sagen,okay also würd' ich sagen,611.644846743,612.96924758
15,../transcriptions_annotations/r1/r1.TextGrid,B-utts,man kommt rein,man kommt rein,613.247909041,614.000999713
16,../transcriptions_annotations/r1/r1.TextGrid,B-utts,soll ich dir einfach erstmal meinen Plan erzählen und dann sagst du mir wie du das findest und dann {F ähm} sagst du mir deinen,soll ich dir einfach erstmal meinen Plan erzählen und dann sagst du mir wie du das findest und dann sagst du mir deinen,614.200092649,618.718636681
