,file_name,tier_name,text,clean_text,start_time,end_time
0,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,22.3584121337,33.7902599005
1,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,41.6665547317,42.776347842
2,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,45.7537058342,47.2928349653
3,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,53.3668896814,56.2183289138
4,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,60.5997915511,62.5520553437
5,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,67.3894728945,84.4056774986
6,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,88.1124493771,96.6272567287
7,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,98.174557512,98.7294540671
8,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,102.386082803,108.58617418
9,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,114.814478681,125.076163168
10,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,127.026953683,138.067027168
11,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,144.519329311,146.911825996
12,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,151.005465405,151.74984127
13,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,162.182226062,171.753608256
14,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,174.392735038,179.560968647
15,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,185.531764849,191.399452612
16,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,197.53377346,200.138141963
17,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,201.725307945,206.720727055
18,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,208.395273812,211.315668934
19,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,217.323303459,240.84289774
20,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,244.7019969,259.039111722
21,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,270.792137785,276.427605827
22,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,278.803804214,281.158401762
23,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,284.818740772,305.603983441
24,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,309.10357301,315.776259823
25,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,318.594373728,324.211223069
26,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,327.246371612,331.252157692
27,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,333.009554455,334.149050057
28,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,342.553695414,343.709392376
29,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,345.545546427,385.993688698
30,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,388.359087153,393.259103733
31,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,395.09535375,401.057549928
32,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,402.564276341,405.210498356
33,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,407.700863605,433.641031447
34,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,438.031695776,440.48350148
35,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,442.352154215,443.12981946
36,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,452.337783912,462.317917191
37,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,465.110047404,475.319256621
38,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,477.517241029,503.709076761
39,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,507.549653671,525.323432343
40,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,530.580868544,533.129882404
41,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,534.707695649,539.52219958
42,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,545.348217946,566.984305296
43,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,569.2632965,569.365905109
44,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,572.147234417,581.738535073
45,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,583.688194604,610.418736561
46,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,613.713012947,616.758964456
47,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,620.423598897,629.021216184
48,../transcriptions_annotations/r12/r12.TextGrid,B-turns,B,B,632.962979952,635.954830965
