,file_name,tier_name,text,clean_text,start_time,end_time
0,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/>,,1436.80481964,1437.74834646
1,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Okay <nv type='breathing'/>,Okay,1437.91281444,1439.25272848
2,../transcriptions_annotations/r3/r3.TextGrid,B-utts,{Also} <nv type='breathing'/>,,1439.40168244,1440.40820165
3,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Auf jeden Fall -,Auf jeden Fall -,1440.98743133,1441.8876771
4,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Ja Wohnzimmer . Küche Bad <v='ist'> is' </v> klar,Ja Wohnzimmer Küche Bad is' klar,1442.62345489,1444.66632029
5,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/> Und dann <v='würde'> würd' </v> ich sagen noch zwei Schlafzimmer,Und dann würd' ich sagen noch zwei Schlafzimmer,1444.77426974,1447.15930858
6,../transcriptions_annotations/r3/r3.TextGrid,B-utts,{Also} dass jede von uns eins hat,dass jede von uns eins hat,1447.15930858,1447.1797904
7,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/> Und sonst brauchen wir noch sowas wie <v='einen'> 'n </v> Hobby-Raum ode:r sowas,Und sonst brauchen wir noch sowas wie 'n Hobby-Raum oder sowas,1450.53340951,1454.49278046
8,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/> Ich weiß <v='nicht'> nich' </v> <laughter/> <laughterOffset/>,Ich weiß nich',1454.68721834,1457.93095815
9,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Oder so <v='ein'> 'n </v> Kinosaa:l oder,Oder so 'n Kinosaal oder,1457.98289541,1460.25947846
10,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<laughter/> <laughterOffset/> <laughter> (Wir haben fünfhunderttausend <p='Euro'> Eu- </p> +) </laughter> ja Gästezimmer <v='wäre'> wär' </v> auch <v='eine'> 'ne </v> Möglichkeit,Wir haben fünfhunderttausend Eu- ja Gästezimmer wär' auch 'ne Möglichkeit,1460.25947846,1464.90086924
11,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<laughter/>,,1467.87860525,1468.25082225
12,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Oh Sauna ist auch cool / aber das könnten wir wenn wir das Bad groß genug machen auch im Bad unterbringen,Oh Sauna ist auch cool / aber das könnten wir wenn wir das Bad groß genug machen auch im Bad unterbringen,1468.41529022,1472.81430715
13,../transcriptions_annotations/r3/r3.TextGrid,B-utts,So <v='ein'> 'n </v> Sauna-Bereich,So 'n Sauna-Bereich,1473.29905487,1474.38108103
14,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/>,,1474.75271778,1475.32343092
15,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/>,,1479.47724013,1480.60779568
16,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Ja oder wirklich Gäste-Zimmer,Ja oder wirklich Gäste-Zimmer,1480.62387054,1482.10408234
17,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Wenn mal unsere Eltern kommen oder,Wenn mal unsere Eltern kommen oder,1482.48495555,1484.19022878
18,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Mhm,Mhm,1485.71372162,1486.13787588
19,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Ja,Ja,1491.56698171,1491.78338694
20,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<v='das ist'> Da's </v> auch voll schön,Da's auch voll schön,1492.00844839,1492.94331899
21,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Das können <v='wir'> wa </v> schon mal festhalten,Das können wa schon mal festhalten,1493.43672292,1494.82171641
22,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Ich?,Ich?,1498.36376862,1498.65807973
23,../transcriptions_annotations/r3/r3.TextGrid,B-utts,So?,So?,1500.08635427,1500.43260264
24,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<laughter/> <laughterOffset/>,,1501.09913076,1504.31224701
25,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<laughter/> <laughterOffset/>,,1508.30149179,1511.94702362
26,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<laughter/>,,1515.45445099,1516.25947846
27,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<laughter/> <laughterOffset/> <nv type='breathing'/>,,1521.55874115,1527.92971121
28,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Okay,Okay,1528.84027578,1529.31636729
29,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<laughter/> <laughterOffset/>,,1532.12963532,1533.70506541
30,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Okay,Okay,1534.4408432,1534.83037262
31,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/> Ja,Ja,1535.21616094,1535.91239879
32,../transcriptions_annotations/r3/r3.TextGrid,B-utts,{Also} Wohnzimmer und Küche ... offen,Wohnzimmer und Küche offen,1535.99196726,1538.91776601
33,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Oder mit so<v='einer'> 'ner </v> -,Oder mit so 'ner -,1539.26401438,1540.38066539
34,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<v='aber'> A' </v> mit so <v='einer'> 'ner </v> Schiebtür schon auch,A' mit so 'ner Schiebtür schon auch,1541.27225495,1542.96887197
35,../transcriptions_annotations/r3/r3.TextGrid,B-utts,So,So,1543.15231496,1543.48125091
36,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/> <v='einer'> 'ner </v> Und mit den Gerüchen . ist das auch so <v='eine'> 'ne </v> Sache ne / wenn man kocht dann (will ja <v='nicht'> nich' </v> + . soll ja <v='nicht'> nich' </v>) die ganze Wohnung so . stinken,'ner Und mit den Gerüchen ist das auch so 'ne Sache ne / wenn man kocht dann will ja nich' soll ja nich' die ganze Wohnung so stinken,1543.78406429,1550.10325104
37,../transcriptions_annotations/r3/r3.TextGrid,B-utts,Ja,Ja,1551.67868114,1551.92971121
38,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<nv type='breathing'/>  Ja Backofen muss,Ja Backofen muss,1553.2238898,1554.62345489
39,../transcriptions_annotations/r3/r3.TextGrid,B-utts,<laughter/> <laughter/> <laughterOffset/>,,1554.68404836,1556.93466278
