,file_name,tier_name,text,clean_text,start_time,end_time
0,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,16.0318299886,17.4458157428
1,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,32.4592558117,34.2649225682
2,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,36.2415614058,42.2140103283
3,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,46.5592994739,49.8335467411
4,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,55.9769677446,63.1639680143
5,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,66.3489617916,66.5206031183
6,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,83.1190752512,86.4345164369
7,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,102.470761915,102.711059772
8,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,125.796235562,130.985330789
9,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,139.710237346,139.998594775
10,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,153.466329109,153.672298701
11,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,165.766902422,167.545106567
12,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,171.828604835,172.418381753
13,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,177.086356592,178.164264124
14,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,187.074543313,188.179244211
15,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,208.325251243,208.49689257
16,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,213.384568308,214.297700166
17,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,241.617645406,242.592568142
18,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,247.569497369,248.873971452
19,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,273.030276981,273.593260532
20,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,277.574670065,277.739445739
21,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,280.931305169,281.659064394
22,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,317.573468783,317.793169682
23,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,337.758910021,338.733163511
24,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,343.009796126,343.277556595
25,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,344.794865923,359.086478626
26,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,363.507289955,387.017466989
27,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,388.575970235,400.939003672
28,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,402.771463795,407.192275124
29,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,408.812569248,419.129638071
30,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,427.882007239,428.362602954
31,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,432.336477588,440.034634389
32,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,451.347222906,458.252819422
33,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,463.621090875,488.154250216
34,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,497.602479303,513.521251782
35,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,515.951023722,516.43848509
36,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,521.099594276,521.882278726
37,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,524.867499319,528.568086322
38,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,534.797327989,541.860746503
39,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,543.48790628,544.668129362
40,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,548.601479323,549.253716365
41,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,557.999219881,558.246383391
42,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,575.74358683,577.541718688
43,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,579.532758077,580.226189037
44,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,584.289317161,587.378191796
45,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,592.156701265,600.751829658
46,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,602.707871537,608.419425643
47,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,610.369271114,611.027704563
48,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,612.661729992,618.716566752
49,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,623.109246223,626.159250579
50,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,629.253336472,630.283184432
51,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,632.465123616,642.994358438
52,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,649.261361197,650.215686973
53,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,661.987692951,671.18632957
54,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,673.574907591,677.343481879
55,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,700.619644907,703.262921338
56,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,704.910678074,708.390894933
57,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,711.240140956,711.439244895
58,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,718.049530307,721.007957533
59,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,724.467577433,728.34600217
60,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,730.8650276,731.283832437
61,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,736.067854133,739.109338442
62,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,743.063285363,751.746328755
63,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,755.528634349,755.885648309
64,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,758.466464616,762.18011368
65,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,945.185913288,946.977848738
66,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,948.652398841,949.550383484
67,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,956.258203948,959.052524746
68,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,966.129674566,966.754448995
69,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,985.782023823,989.104330661
70,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,991.308205296,998.344161198
71,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1000.01184565,1001.54975193
72,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1008.90152788,1011.44181951
73,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1014.60621633,1015.75278039
74,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1022.65075399,1024.5800025
75,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1027.55969593,1033.69625128
76,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1038.88601575,1039.31168624
77,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1043.3342897,1074.4022272
78,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1077.77945926,1081.39698918
79,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1083.76563949,1086.25720231
80,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1092.03054729,1103.66238868
81,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1106.85357886,1109.11170948
82,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1120.79437401,1136.32606421
83,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1139.19827639,1139.83228598
84,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1145.52387623,1148.09954018
85,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1152.50329845,1153.86377736
86,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1155.72553676,1162.34236809
87,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1164.45146561,1166.75571087
88,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1180.76078518,1182.18070249
89,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1195.45930748,1199.75143698
90,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1201.53458895,1202.23464121
91,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1208.59986664,1209.07537383
92,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1212.80614068,1214.43014648
93,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1216.64257578,1225.8998262
94,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1228.73241279,1229.59096744
95,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1237.19054696,1241.17227593
96,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1246.59309124,1251.69094126
97,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1258.02314536,1261.50295007
98,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1267.75488303,1277.2755361
99,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1280.11724722,1281.07843865
100,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1289.23282676,1289.76148204
101,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1294.37386241,1297.2437054
102,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1299.41944817,1306.67510497
103,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1309.72965134,1310.04547138
104,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1312.61942204,1315.58471492
105,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1323.18365437,1327.54267482
106,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1333.45952927,1333.76848366
107,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1344.42883514,1355.84717203
108,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1361.42074383,1386.48942411
109,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1390.86971077,1392.95620005
110,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1407.08270246,1407.92717779
111,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1411.77847454,1416.63801842
112,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1424.30494515,1424.87479436
113,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1426.77591101,1430.20873755
114,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1443.81378494,1444.44542502
115,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1462.48434581,1466.91955769
116,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1480.58639596,1482.0007205
117,../transcriptions_annotations/r17/r17.TextGrid,B-turns,B,B,1490.61133991,1492.79771579
118,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,16.1825355785,30.5374540157
119,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,34.1338059144,36.2209644466
120,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,43.1058759814,45.9276593918
121,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,47.8493730049,52.4074973956
122,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,54.5351806006,74.0721522461
123,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,75.9732689,77.2434147173
124,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,78.8287113301,125.727579031
125,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,128.644812339,139.627849509
126,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,141.865383163,153.548716946
127,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,157.557589091,166.288692055
128,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,168.560553975,176.036580919
129,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,179.097992941,186.024098394
130,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,187.636857619,195.125946624
131,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,197.047660237,341.445096472
132,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,348.460455415,349.839782436
133,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,351.37082307,351.611120927
134,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,354.487160316,354.823577317
135,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,356.546856236,356.814616706
136,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,359.972147871,364.78363218
137,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,367.110419324,370.563842816
138,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,373.666448757,373.927343573
139,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,377.654723943,382.281504864
140,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,384.278740661,388.397463256
141,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,393.394989443,395.117599117
142,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,397.307742445,405.407874573
143,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,406.938915206,411.80532474
144,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,416.130016926,416.493896538
145,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,419.678890316,431.053269711
146,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,435.641285672,437.495012
147,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,441.167467145,444.990297412
148,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,447.00193376,452.973713437
149,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,455.396707746,463.483777813
150,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,467.107504141,473.059356105
151,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,475.256365086,476.820395494
152,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,478.406361352,478.571137026
153,../transcriptions_annotations/r17/r17.TextGrid,A-turns,A,A,480.342475517,487.090073991
